 op_mp  , op_gen , ow_avg , chp_mp , chp_gen 
57,0,6.38,2.39,8.39
100,50,55.59,1.69,1.69
33,33,32.82,0.84,0.84
33,0,19.2,1.12,1.12
0,0,0.01,0.02,0.02
0,0,0.21,0.02,0.02
0,0,0.13,0.04,0.04
42,0,6.88,0.44,0.56
46,1,4.22,0.19,0.17
0,0,0.44,0.03,0.05
67,0,5.49,0.29,0.29
0,0,22.96,2.87,2.87
0,0,2.98,0.19,0.32
0,0,0.96,0.03,0.03
0,0,0.08,0.01,0.01
0,0,1.75,0.19,0.19
0,0,0,0.01,0.01
0,0,8.58,0.68,0.68
67,32,39.37,0.68,1.16
67,0,12.23,0.05,0.05
5,2,9.72,0.8,1.97
0,0,1.98,0.22,0.22
50,0,2.98,0.45,0.45
18,3,9.92,0.54,0.61
50,0,0.43,0.17,0.17
100,0,12.26,0.83,0.42
50,12,20.83,0.72,0.89
100,0,0.85,0.02,0.02
100,0,0.77,0.05,0.05
67,0,34.49,4.58,4.58
100,0,29.02,4.84,4.84
61,18,21.38,1.01,0.63
0,0,0.02,0.04,0.04
20,0,13.45,1.33,1.33
0,0,0.58,1.63,1.63
67,0,7.42,1.35,0.44
0,0,0.04,0.01,0.01
0,0,14.47,0.07,0.33
33,0,0.93,0.13,0.13
0,0,2.43,0.11,0.41
100,100,91.3,0.21,0.21
100,0,7.1,0.64,0.64
0,0,0.95,0.02,0.02
0,0,0.09,0.04,0.04
15,0,1.36,0.1,0.16
51,0,1.82,0.32,0.31
97,89,90.71,0.93,1.07
0,0,0.86,0.04,0.05
33,0,0.2,0.09,0.12
100,0,0.96,0.23,0.23
48,0,11.79,0.31,0.4
57,0,1.92,0.21,0.21
64,14,30.65,0.59,0.59
61,5,18.4,0.8,1.15
100,0,10.1,0.09,0.09
47,21,24.51,0.67,0.67
53,30,35.44,0.89,0.85
63,30,34.94,1.42,1.75
0,0,0.29,0.04,0.04
0,0,0.13,0.04,0.04
100,0,0.57,0.11,0.11
17,17,15.18,0.34,0.34
59,10,17.06,0.39,0.43
0,0,0.14,0.02,0.02
0,0,0.13,0.03,0.03
17,0,2.66,0.19,0.36
0,0,5.54,0.08,0.45
50,6,17.11,0.01,0.62
60,4,11.72,0.19,0.22
40,0,3.59,0.19,0.33
0,9,11.52,0.44,0.27
0,0,0.14,0.05,0.05
0,0,0.16,0.04,0.04
38,0,23.96,3.06,3.06
0,0,1.8,0.18,0.18
0,0,0.42,0.21,0.21
11,1,8.28,0.08,0.1
100,0,0.09,0.02,0.02
47,30,43.63,1.42,2.42
43,12,18.99,0.88,0.84
0,0,5.11,0.84,0.68
15,0,2.66,0.29,0.47
75,0,1.54,0.05,0.05
0,0,2.23,0.87,0.87
50,0,2.52,0.13,0.13
100,0,11.86,1.58,1.08
50,0,0.18,0.05,0.05
100,0,0.52,0.02,0.02
88,74,77.39,1.19,1.14
100,0,72.14,9.27,9.27
0,0,2.73,0.07,0.07
61,45,51.3,1.44,1.6
20,11,19.26,0.2,1.01
43,0,7.39,0.62,0.62
33,0,0.62,0.48,0.48
0,0,0.09,0.04,0.04
0,0,1.2,0.03,0.16
100,25,24.04,0.34,1.34
14,0,6.05,1.63,1.98
17,0,0.97,0.05,0.23
100,0,0.87,0.22,0.22
25,14,22.93,3.75,2.13
38,7,16.06,0.97,1.12
0,0,16.39,0.34,0.34
41,0,6.06,0.9,0.63
20,0,0.79,0.14,0.23
58,15,24.03,0.39,0.36
44,9,33.44,1.73,2.09
0,0,5.6,1.11,0.75
50,24,47.58,2.1,5
0,0,0.42,0.1,0.1
0,0,7.51,0.04,0.59
33,0,7.13,0.1,0.1
0,0,11.79,0.22,0.14
0,0,12.5,0.59,0.59
20,0,5.9,0.73,1.77
100,0,2.86,0.07,0.18
100,0,13.04,0.18,0.18
100,0,20.02,6.82,4.58
27,9,12.83,2.71,2.84
36,0,1.27,0.34,0.72
75,0,1.6,0.19,0.19
23,30,35.32,0.32,0.62
37,0,5.74,0.53,0.63
51,3,6.53,0.08,0.09
47,0,2.8,0.14,0.19
42,8,14.62,0.37,0.29
40,4,14.17,0.4,0.81
50,0,5.82,0.07,0.07
0,0,0.53,0.04,0.04
0,0,0.5,0.18,0.18
25,0,5.61,0.16,0.33
47,0,23.04,1.6,1.43
0,0,0.25,0.02,0.05
50,0,1.06,0.03,0.03
0,0,0.07,0.02,0.02
50,0,6.62,0.41,0.36
0,0,1.21,0.23,0.21
0,0,1.68,0.5,0.5
59,11,20.26,0.22,0.22
0,0,0.71,0.19,0.11
100,0,1.7,0.07,0.07
100,0,2.83,0.1,0.1
100,0,0.43,0.02,0.11
38,0,0.72,0.27,0.32
36,0,5.86,0.26,0.39
53,10,22.85,0.57,0.51
50,0,0.33,0.06,0.08
0,0,0.03,0.01,0.01
65,1,6.79,0.12,0.28
0,0,1.33,0.06,0.06
75,4,7.84,0.15,0.18
56,9,16.92,0.25,0.32
50,27,24.96,0.94,0.85
58,19,35.56,1.93,1.57
0,0,0.13,0.07,0.07
13,0,1.45,0.35,0.68
50,0,3.92,0.72,0.72
72,11,30.73,0.94,1.22
0,0,1.66,0.41,0.49
27,0,0.64,0.05,0.05
100,0,1.35,0.04,0.04
46,0,0.9,0.09,0.06
0,0,0.55,0.02,0.03
50,0,1.14,0.06,0.05
40,0,1.21,0.27,0.2
0,0,0.77,0.06,0.06
0,0,0.8,0.05,0.05
0,0,4.77,0.38,0.38
43,0,18.48,1.98,3.47
0,0,4.75,0.12,1.63
67,0,9.46,0.14,1.46
100,0,4.96,0.56,0.36
0,10,18.63,0.04,0.59
43,5,10.32,0.76,0.77
0,0,10.23,0.05,0.47
0,0,3.95,0.15,0.17
0,0,0.13,0.07,0.07
0,0,0.17,0.03,0.05
100,0,0.87,0.06,0.06
6,0,1.98,0.18,0.18
0,0,0.49,0.16,0.47
25,0,2.01,0.2,0.31
0,0,2.13,0.02,0.23
18,0,1.68,0.09,0.11
49,8,19.36,0.49,1.36
47,21,28.13,0.13,0.1
0,0,5.76,0.52,0.37
26,2,4.69,0.18,0.31
17,0,5.78,1.15,0.86
0,0,0.46,0.05,0.05
100,0,1.31,0.04,0.55
0,0,0.2,0.18,0.18
40,15,22.38,0.66,0.7
0,0,0.15,0.12,0.12
0,0,0.02,0.05,0.05
33,0,0.99,0.33,0.29
50,26,39.81,0.23,1.26
67,0,1.3,0.14,0.12
33,3,4.94,0.08,0.09
0,0,1.85,0.24,0.24
0,0,0.58,0.06,0.05
0,0,0.03,0.01,0.01
0,0,0.12,0.13,0.13
50,50,41.96,0.62,0.62
100,0,0.13,0.04,0.04
0,0,0.02,0.04,0.04
34,3,3.18,0.14,0.15
71,0,6.44,0.31,0.31
100,0,4.3,0.16,0.16
0,0,0.27,0.07,0.07
100,0,7.18,0.11,0.11
43,0,3.15,0.58,0.65
0,0,0.22,0.02,0.02
65,2,13.7,0.97,1.09
0,0,3.22,0.61,0.33
100,0,0.79,0.04,0.18
100,0,0.44,0.15,0.13
40,16,17.99,1.12,0.41
0,20,31.11,0.17,1.99
0,0,0.82,0.01,0.1
0,0,1.1,0.03,0.06
14,0,0.58,0.09,0.09
25,50,61.52,0.86,13.25
0,0,0.29,0.05,0.05
0,0,2.16,1.05,1.59
67,0,5.15,0.17,0.37
0,23,37.46,0.21,0.69
0,0,1.02,0.16,0.16
0,0,0.83,0.15,0.15
0,0,0.05,0.08,0.08
0,0,6.74,0.03,0.03
0,0,1.36,0.02,0.02
100,0,2.82,0.02,0.02
0,0,2.12,0.13,0.13
0,0,2.58,0.13,0.13
57,4,31.17,1.32,1.55
38,4,12.91,0.9,0.65
27,0,9.62,0.46,0.44
0,6,11.53,0.04,0.25
43,4,13.15,1.07,1.41
35,0,16.15,0.68,0.8
100,0,0.96,0.02,0.09
0,0,0.41,0.18,0.18
0,0,0.37,0.08,0.12
67,0,2.28,0.35,0.41
0,0,0.08,0.06,0.06
50,0,0.8,0.08,0.07
75,25,38.55,1.79,1.79
67,13,18.31,1.79,1.44
0,0,0.15,0.02,0.02
50,0,1.57,0.29,0.29
33,0,7.46,0.4,0.82
50,0,6.06,0.18,0.34
45,9,15.05,0.26,0.38
25,0,9.06,0.82,0.73
0,0,0.51,0.28,0.17
0,0,1.04,0.31,0.29
0,0,2.15,0.01,0.13
25,0,1.84,0.4,0.46
29,2,6.46,0.46,0.38
24,0,3.71,0.14,0.23
57,10,30.68,0.25,0.58
46,4,14.58,0.2,0.43
36,0,2.29,0.12,0.13
0,0,0.19,0.1,0.1
8,0,6.48,0.79,0.8
46,4,8.39,0.3,0.52
29,0,3.21,0.5,0.4
100,0,36.5,0.04,0.04
0,0,4.24,0.02,0.31
0,0,0.33,0.04,0.04
0,0,0.2,0.12,0.12
0,0,1.74,0.13,0.16
76,7,24.79,0.86,1.06
0,0,6.2,0.34,0.34
100,0,1.18,0.15,0.15
43,14,21.23,0.22,0.22
0,0,0.04,0.03,0.03
0,0,0.4,0.11,0.11
0,0,0.35,0.03,0.07
100,0,6.21,0.08,0.06
0,0,0.07,0.02,0.02
65,50,60.24,1.44,5.17
0,0,0.82,0.05,0.03
33,8,26.13,0.67,0.67
38,0,2.67,0.02,0.02
78,10,16.93,0.48,0.47
45,2,7.23,0.08,0.11
0,0,0.7,4.52,1.04
75,0,0.41,0.04,0.04
0,0,0.18,0.02,0.02
100,0,0.93,0.03,0.07
36,9,30.66,0.83,1.06
0,0,0.91,0.67,0.67
53,9,29.1,0.34,0.74
41,33,38.78,0.27,2.67
0,0,2.09,0.37,0.18
0,0,4.49,0.21,0.62
0,0,0.08,0.04,0.08
50,0,14.41,0.13,0.56
0,0,0.2,0.03,0.03
50,0,1.13,0.03,0.03
32,24,36.08,0.89,1.26
58,13,26.93,0.54,0.66
67,70,67.19,2.8,5.03
100,20,34.42,6.65,7.31
0,0,2.07,0.69,0.26
0,0,4.54,0.06,0.16
0,0,2.16,0.39,0.39
50,0,4.8,0.16,0.77
0,0,5.49,0.55,1.51
50,0,5.66,0.65,0.65
50,17,44.52,6.74,6.75
73,0,2.29,0.03,0.03
25,0,1.67,0.11,0.13
0,0,1.34,0.06,0.06
25,25,25.83,0.43,0.43
0,0,0.14,0.09,0.09
100,0,10.31,0.1,0.1
50,0,5.87,0.3,0.3
100,0,2.52,0.08,0.08
100,33,65.48,0.05,0.05
25,25,21.17,0.61,0.61
61,1,2.55,0.04,0.06
48,5,22.01,0.52,1.46
64,1,6.11,0.32,0.32
27,0,8.35,0.08,0.1
79,8,20.85,1.6,1.35
50,0,0.87,0.07,0.07
0,0,1.78,0.09,0.09
0,0,0.24,0.68,0.68
0,0,0.43,0.34,0.34
0,0,1.77,1.26,1.26
60,0,0.74,0.22,0.16
47,3,9.01,0.07,0.73
60,0,8.83,1.71,1.19
0,0,1.95,0.46,0.46
33,0,9.63,1.83,1.83
73,7,10.01,0.45,0.6
33,0,7.06,0.09,0.09
73,0,0.45,0.02,0.02
53,0,1.95,0.1,0.1
100,0,0.1,0.01,0.01
60,13,15.92,0.26,0.34
66,23,35.84,1.55,2.27
0,0,0.73,0.65,0.65
0,0,0.09,0.05,0.05
0,0,3.49,0.47,0.47
0,0,19.94,0.8,0.8
20,0,12.35,0.36,1.61
50,34,40.91,1.54,1.21
0,0,0.55,0.04,0.04
50,0,0.1,0.03,0.03
0,15,30.09,0.03,0.91
0,0,1.54,0.02,0.02
66,49,54.61,1.95,1.91
0,4,7.14,0.08,0.27
0,0,0.04,0.02,0.02
0,0,0.6,0.02,0.11
57,13,18.88,2.39,2.1
81,19,53.05,1.03,1.03
67,0,4.11,0.81,0.93
50,17,37.66,2.35,2.35
40,4,6.84,0.08,0.14
25,13,18.64,0.16,0.54
8,0,2.12,0.29,1.32
67,22,40.34,3.05,3.06
0,0,0.32,0.11,0.11
0,0,10.5,2.15,2.15
50,0,4.05,0.55,0.39
20,0,0.95,0.39,0.39
11,0,1.11,0.13,0.14
43,4,8.44,1.33,1.92
33,0,1.44,0.04,0.58
33,0,0.62,0.03,0.11
0,0,5.24,0.11,1.44
75,19,39.78,0.92,0.98
32,14,29.59,0.78,1.23
0,0,2.25,0.17,0.37
0,0,4.23,0.86,0.25
14,7,7.82,0.46,0.75
0,0,0.07,0.61,0.61
33,0,0.23,0.02,0.02
44,0,4.65,0.33,0.42
20,2,3.95,0.09,0.25
42,1,2.3,0.12,0.11
0,0,0.28,0.08,0.08
0,0,0.03,0.02,0.02
40,0,20.52,1.09,5.11
52,2,9.72,0.34,1.62
0,29,29.37,0.05,0.17
0,0,0.16,0.02,0.12
33,0,2.62,0.34,0.27
22,0,4.31,0.53,0.38
0,0,0.11,0.05,0.04
63,0,1.02,0.05,0.06
0,0,0.61,0.1,0.15
0,0,14.02,0.1,1.77
36,0,6.68,1.17,3.3
0,0,0.04,0.03,0.03
0,0,0.07,0.1,0.1
0,0,0.14,0.09,0.09
25,0,2.35,0.34,0.22
50,0,3.06,0.1,1.59
29,0,5.33,0.37,0.37
0,0,1,0.04,0.22
96,0,19.93,1.81,1.81
0,0,0.96,0.19,0.2
42,43,61.08,0.71,2.25
0,0,1.26,0.72,0.72
50,0,0.32,0.04,0.03
67,0,2.82,0.13,0.14
63,0,3.39,0.47,0.56
0,0,1.12,0.19,0.19
82,26,30.14,0.81,0.95
67,0,1.61,0.03,0.07
0,25,25.21,0.15,0.15
33,0,0.61,0.06,0.06
25,0,0.13,0.1,0.08
100,0,18.06,0.36,2.06
14,0,38.25,2.94,2.94
33,0,1.32,0.14,0.49
100,0,0.12,0.01,0.01
0,0,0.47,0.06,0.06
0,0,0.08,0.02,0.02
53,15,25.74,0.58,1.16
100,0,16.35,0.26,0.26
0,0,1.21,0.74,0.74
64,12,21.52,0.89,1.85
50,26,31.95,1.21,1.57
0,0,11.33,3.68,1.64
50,7,18.15,1.61,1.06
32,9,13.66,0.27,0.66
31,1,7,0.17,0.33
0,0,0.2,0.04,0.04
3,0,0.22,0.06,0.06
68,31,51.45,2.65,3.74
40,29,40.33,0.25,0.93
100,50,62.19,0.51,0.37
100,0,3.85,1.28,1.28
0,0,0.56,0.08,0.08
25,0,0.96,0.17,0.17
66,11,19.15,0.3,0.81
0,0,0.25,0.06,0.17
0,0,0.22,0.11,0.11
0,0,0.02,0.04,0.04
76,8,15.89,1.31,0.95
17,0,1.35,0.22,0.2
0,0,0.48,0.08,0.08
75,0,3.72,0.32,0.26
100,0,0.83,0.04,0.04
0,0,0.06,0.01,0.01
24,9,19.84,4.64,3.46
50,25,26.42,0.97,0.97
13,6,8.15,0.12,0.24
100,0,0.14,0.09,0.09
0,0,1.71,0.04,0.04
33,0,0.7,0.04,0.03
32,2,8.32,0.72,0.46
17,5,11.82,0.09,0.31
35,14,21.18,0.07,0.65
67,0,0.34,0.03,0.03
100,0,9.92,0.47,0.48
33,0,0.34,0.08,0.08
50,0,0.86,0.25,0.49
0,0,7.29,0.08,2.46
75,9,12.72,0.07,0.8
20,0,4.25,0.54,1.65
0,0,2.43,0.44,0.34
56,0,0.92,0.12,0.12
30,1,4.33,0.18,0.21
0,0,1.15,0.27,0.17
0,0,0.26,0.01,0.01
0,0,2.06,0.24,0.24
50,0,15.37,0.19,0.45
50,0,0.46,0.03,0.03
0,0,1.97,0.22,0.25
0,5,14.66,0.07,0.57
0,0,1.93,0.07,0.17
24,1,11.88,0.45,0.69
0,5,4.73,0.1,0.06
0,0,0.03,0.02,0.02
100,0,39.58,0.28,0.38
100,0,0.21,0.02,0.02
0,0,0.04,0.02,0.02
14,14,14.75,0.26,0.26
0,0,0.04,0.04,0.04
0,18,35.54,0.06,1.42
50,0,10.86,1.38,0.97
0,0,0.13,0.07,0.07
13,0,3.46,0.05,0.34
100,0,0.38,0.01,0.11
63,0,0.22,0.03,0.05
0,0,0.49,0.04,0.03
0,0,0.4,0.04,0.08
0,0,0.13,0.12,0.12
33,18,16.06,0.95,0.53
33,0,23.41,0.94,0.94
50,0,19.29,0.26,0.33
0,0,6.07,0.02,1.15
0,0,0.17,0.16,0.16
0,0,3.23,0.93,0.93
45,1,11.84,0.58,1.19
50,0,1.41,0.05,0.06
24,0,3.14,0.04,0.47
50,22,29.97,1.6,1.37
0,0,0.58,0.28,0.18
0,0,0.01,0.02,0.02
64,7,18.27,0.22,0.31
21,10,16.76,0.56,1.05
8,4,14.76,0.38,0.93
72,19,33.5,0.79,0.79
0,0,0.05,0.01,0.01
0,0,0.22,0.02,0.02
0,0,1.75,0.02,0.02
0,0,9.01,0.25,1.07
0,0,2.25,0.02,0.12
50,10,15.99,0.11,0.25
0,0,0.16,0.04,0.06
7,0,1.92,0.29,0.39
0,0,0.21,0.02,0.02
44,5,13.52,0.24,0.22
0,0,3.1,1.1,1.1
100,0,0.36,0.07,0.07
40,14,21.77,0.09,0.73
50,0,8.63,0.35,0.35
0,0,0.33,0.12,0.05
52,0,3.37,0.3,0.3
33,0,0.2,0.03,0.03
0,0,0.36,0.07,0.07
0,0,0.39,0.06,0.06
50,5,16.89,0.99,0.78
33,0,1.09,0.01,0.09
0,0,0.91,0.03,0.06
27,0,3.98,0.32,0.55
33,0,0.51,0.19,0.13
40,0,1.86,0.29,0.44
20,0,20,0.25,0.48
0,0,5.1,0.04,0.13
100,50,49.38,0.67,0.43
44,0,17.97,0.59,0.76
86,0,10.12,2.8,1.18
0,0,0.6,0.02,0.02
0,0,0.23,0.07,0.07
73,0,7.76,0.38,0.52
50,0,0.38,0.04,0.24
75,0,0.88,0.05,0.04
50,0,0.54,0.29,0.17
66,0,6.99,0.44,0.36
0,0,2.11,1.04,1.04
0,0,5.01,0.07,0.07
48,7,33.71,0.5,1.17
50,16,28.39,0.5,0.83
100,0,0.69,0.04,0.05
20,0,1.3,0.17,0.22
0,0,0.42,0.43,0.43
0,0,1.64,0.13,0.13
79,0,6.19,0.78,0.59
19,0,5.73,0.42,0.61
15,4,8.93,0.43,0.76
0,0,0.03,0.02,0.02
46,0,10.16,0.88,0.61
0,0,0.62,0.08,0.08
65,12,16.69,0.31,0.52
0,0,0.22,0.02,0.02
0,0,0.26,0.02,0.02
0,0,0.19,0.07,0.05
38,0,5.29,1.36,1.36
100,14,20.48,5.74,0.84
100,6,11.32,0.44,0.69
67,0,16.84,0.05,0.05
67,15,23.45,0.07,0.3
17,17,29.41,1.22,1.22
45,7,13.99,1.16,0.52
27,0,8.42,0.53,1.25
14,0,0.25,0.1,0.1
0,0,2.41,0.31,0.67
0,0,0.29,0.09,0.09
50,0,3.08,0.99,0.6
0,0,0.24,0.21,0.14
0,0,2.48,0.02,0.16
0,0,13,0.09,2.81
0,0,2.15,0.29,0.32
100,13,22.66,0.92,1.22
75,67,59.81,0.95,7.35
0,0,1.39,0.12,0.07
56,7,13.85,0.23,0.74
13,0,2.48,0.05,0.15
29,0,3.07,0.24,0.27
100,0,1.09,0.16,0.12
29,0,3.86,0.11,0.28
65,2,8.44,0.21,0.44
100,0,33.34,6.64,6.64
40,0,2.4,0.1,0.22
0,0,2.53,0.18,0.18
0,0,0.37,0.01,0.02
8,0,0.4,0.21,0.22
31,0,3.91,0.24,0.34
50,0,2.71,0.47,0.42
0,0,0.67,0.26,0.26
100,0,1.69,0.23,0.09
0,0,0.43,0.04,0.08
0,0,0.01,0.02,0.02
0,0,10.88,1.46,1.46
29,0,5.14,0.06,0.07
0,0,0.13,0.07,0.07
14,0,2.34,0.31,0.31
55,5,6.32,0.11,0.12
18,0,0.11,0.03,0.03
14,8,11.85,0.14,0.2
100,50,49.77,1.98,1.66
100,0,1.4,0.03,0.03
75,0,4.85,0.61,0.75
8,0,2.12,0.48,0.39
100,30,35.54,0.01,1.01
0,0,0.08,0.03,0.03
71,36,42.4,0.73,1.58
100,0,1.29,0.04,0.13
0,7,19.4,0.03,0.51
47,10,15.87,0.24,0.35
67,6,12.24,1.72,0.91
13,0,0.26,0.3,0.27
0,0,0.64,0.07,0.07
50,18,24.51,0.4,0.17
0,0,0.85,0.04,0.13
0,0,0.14,0.02,0.02
60,0,4.3,0.54,0.55
25,15,23.39,0.32,0.74
0,0,3.86,0.17,0.79
5,0,5.03,0.66,0.65
0,0,0.01,0.03,0.03
100,0,0.23,0.02,0.04
0,0,2.44,3.41,3.41
0,0,3.68,1.49,2.75
0,0,0.56,0.02,0.02
56,27,61.71,0.26,2.57
100,10,21.57,1.12,1
70,7,20.18,0.96,0.81
0,0,0.07,0.02,0.02
0,0,0.06,0.08,0.08
0,0,0.27,0.09,0.09
14,0,0.65,0.2,0.16
33,0,0.27,0.08,0.08
33,0,1.89,0.28,0.19
0,0,0.06,0.07,0.07
85,45,55.28,5,5.09
0,0,4.4,0.69,1.15
74,21,47.62,1.57,1.58
50,0,14.87,2.07,1.68
33,0,11.36,2.91,2.19
63,12,21.47,0.66,1.57
20,0,1.82,0.06,0.05
0,0,2.8,0.25,0.49
40,0,12.06,0.68,0.5
50,0,4.03,0.03,0.21
36,14,37.83,0.19,6.48
0,0,0.06,0.01,0.01
0,0,0.01,0.03,0.03
60,20,26.15,0.58,0.55
100,0,0.27,0.02,0.02
50,0,30.83,1.21,1.91
53,46,48.73,0.09,7.56
33,0,1.07,0.75,0.68
0,0,3,2.4,1.94
0,0,0.2,0.05,0.05
14,14,22.73,2.1,2.1
3,0,23.15,4.93,4.93
0,0,0.27,0.06,0.06
25,0,1.3,0.25,0.34
0,0,0.42,0.05,0.05
55,6,15.57,0.41,1.44
25,0,11.47,2.42,1.63
43,4,24.81,0.75,0.54
0,0,0.55,0.1,0.11
33,6,9.05,0.3,0.14
75,0,0.97,0.22,0.22
0,0,0.04,0.03,0.03
0,0,1.77,0.3,0.39
0,0,0.05,0.04,0.04
10,31,36.18,0.17,0.39
0,42,48.44,0.09,1.02
0,20,21.58,0.08,0.82
100,0,1.79,0.01,0.53
32,0,5.69,0.42,0.81
100,0,6.08,0.13,0.1
55,0,6.21,0.3,0.49
80,6,10.04,0.22,0.69
31,2,3.85,0.21,0.34
25,0,0.6,0.75,0.47
0,0,6.1,1.1,1.07
100,0,1.14,0.02,0.02
0,0,2.94,0.41,0.28
0,0,0.63,0.06,0.27
0,0,0.81,0.02,0.22
54,5,12.09,0.29,0.8
0,11,22.01,0.08,0.44
20,20,26.09,0.18,3.59
33,0,3.68,4.69,1.26
100,0,32.51,3.84,3.84
100,0,0.39,0.13,0.13
14,0,2.29,0.1,0.09
82,0,5.34,0.29,0.46
100,0,0.12,0.04,0.04
0,0,0.31,0.03,0.03
0,0,0.44,0.06,0.09
0,0,0.29,0.16,0.16
41,10,13.82,0.49,0.34
26,58,65.52,1.02,2.74
38,0,1.11,0.04,0.07
50,0,9.3,1.33,1.22
25,0,0.83,0.05,0.07
0,0,0.61,0.63,0.38
26,14,17.87,1.31,3.2
0,0,0.27,0.09,0.09
50,0,5.12,0.18,0.72
100,0,0.39,0.04,0.04
52,0,8.07,0.42,2.04
0,7,20.05,0.04,1.37
43,0,1.18,0.04,0.19
38,0,6.52,0.14,0.13
47,9,15.84,1.88,1.35
100,0,2.97,0.01,0.21
25,0,1.03,0.08,0.06
20,20,30.35,0.29,0.29
100,0,0.1,0.01,0.01
42,0,2.38,0.09,0.14
67,8,13.51,1.88,0.81
24,2,8.07,0.62,0.65
0,0,22.73,2.3,2.3
39,21,27.2,0.16,0.41
100,0,3.34,0.02,0.11
0,0,2,0.06,0.06
50,0,2.39,0.12,0.29
52,16,44.05,0.77,4.53
0,11,32.14,0.17,0.2
32,6,26.91,1.28,2.6
56,0,7.16,1.03,0.86
45,12,24.12,0.99,0.92
22,8,8.63,0.28,0.41
42,0,5.37,0.27,0.53
20,0,9.32,0.54,0.54
17,0,1.28,0.24,0.25
33,0,7.54,3.48,2.17
0,0,0.77,0.15,0.12
0,20,22.92,0.04,0.25
0,0,0.1,0.02,0.02
30,0,2.09,0.02,0.03
56,4,32.86,1.12,4.46
50,0,5.04,0.89,1.05
33,6,12.5,0.19,0.91
0,0,1.51,0.04,0.19
22,8,14.59,0.03,0.39
0,0,0.23,0.02,0.02
0,18,25.12,0.04,0.42
33,12,17.83,0.82,0.56
0,0,12.41,3.74,3.74
60,7,39.72,0.2,3.13
0,0,0.04,0.04,0.04
0,0,0.24,0.05,0.05
100,0,0.2,0.02,0.02
0,0,1.08,0.1,0.1
0,0,0.07,0.04,0.04
40,20,17.98,0.94,0.94
13,7,11.9,0.2,1.02
0,0,0.53,0.01,0.04
27,3,9.21,0.23,0.21
0,0,0.07,0.01,0.01
100,0,2.47,0.02,0.72
0,0,0.22,0.09,0.07
0,0,2.99,0.07,0.07
25,0,0.38,0.14,0.14
0,0,0.25,0.02,0.02
50,0,0.54,0.03,0.04
49,10,18.28,0.16,0.33
0,0,0.02,0.01,0.01
100,0,0.01,0.01,0.01
0,0,0.08,0.07,0.07
0,0,2.77,0.13,0.13
31,1,6.26,0.39,1.26
48,3,10.71,0.93,1.7
41,1,4.25,0.24,0.39
49,0,2.2,0.21,0.24
13,41,59.91,0.67,4.59
33,5,7.04,0.18,0.21
0,0,1.99,0.16,1.75
44,21,37.93,3.21,10.29
100,0,6.1,0.13,0.13
0,0,0.05,0.02,0.02
43,25,30.77,1.46,1.22
50,6,14.03,0.32,0.48
49,0,7.66,0.38,0.67
100,0,37.85,2.51,4.41
43,0,13.55,1.31,1.15
59,9,16.73,0.85,0.53
63,10,19.29,0.09,0.3
0,0,0.41,0.11,0.11
52,0,3.18,0.39,0.41
100,0,24.19,2.66,0.9
0,0,0.43,0.79,0.79
14,0,1.55,0.03,0.11
0,0,0.78,0.09,0.09
67,0,1.04,0.05,0.05
31,7,29.73,0.5,5.32
37,3,8.12,0.25,0.55
0,0,0.02,0.02,0.02
0,0,0.62,0.13,0.13
32,15,23.16,0.6,2.18
100,0,2.22,1.13,1.13
0,0,2.51,0.13,0.49
0,0,0.22,0.09,0.09
50,0,20.48,0.86,0.86
50,5,11.27,0.1,1.8
100,0,0.24,0.01,0.06
0,0,0.9,0.15,0.15
11,0,7.84,0.28,0.31
0,0,0.62,1.14,1.16
0,0,5.32,0.7,0.7
0,0,1.54,0.93,0.71
27,14,14.65,0.83,0.67
100,0,0.31,0.14,0.14
18,0,0.3,0.03,0.03
0,0,0.03,0.09,0.09
17,0,8.6,1.53,1.53
100,0,2.3,0.03,0.12
35,43,52.91,0.77,0.77
25,0,1.45,0.73,0.49
56,15,23.54,0.39,0.4
59,6,12.95,0.47,0.52
77,11,30.34,0.65,0.72
42,0,5.51,0.28,0.27
60,11,24.98,0.7,0.98
0,0,1.08,0.32,0.32
9,0,3.26,0.12,0.1
50,0,0.36,0.04,0.07
0,0,0.11,0.02,0.02
25,0,5.55,0.46,1.18
36,1,6.83,0.77,0.77
33,16,28.32,0.38,2.89
32,10,29.84,1.44,3.94
55,33,37.14,2.64,4.03
33,2,11.95,1.53,1.7
25,0,0.34,0.07,0.07
100,0,2.95,0.05,0.43
67,0,8.22,0.47,0.54
55,28,40.98,0.47,2.64
0,0,5.04,0.84,0.6
67,0,24.64,3.82,2.68
0,0,0.05,0.02,0.02
0,0,18.55,2.22,2.22
50,0,6.88,0.12,0.12
55,28,32.07,0.94,2.66
0,0,2.08,2.43,0.98
60,60,58.46,1.46,2.37
100,0,29.64,1.58,1.58
33,0,1.65,0.17,0.17
7,0,0.44,0.02,0.02
33,0,2.55,0.1,0.09
100,0,0.47,0.01,0.01
67,0,1.34,0.15,0.15
100,0,0.11,0.04,0.04
100,100,100,0.52,0.52
0,0,0.45,0.05,0.09
100,0,16.27,0.38,0.61
75,0,6.01,0.08,0.52
0,0,0.38,0.19,0.19
0,0,1.1,0.43,0.43
0,0,3.44,1.22,0.44
0,0,3.81,0.07,0.11
0,0,0.16,0.03,0.03
0,0,0.09,0.04,0.04
41,11,18.7,0.58,0.54
0,0,11.92,0.02,0.06
100,0,14.96,0.45,0.45
